Date,Price
2025-12-30,242.37
2025-12-29,242.44
2025-12-23,242.12
2025-12-22,241.9
2025-12-18,239.23
2025-12-17,236.67
2025-12-16,237.92
2025-12-15,238.62
2025-12-12,239.83
2025-12-11,241.36
2025-12-10,242.85
2025-12-09,241.34
2025-12-08,241.51
2025-12-05,242.07
2025-12-04,241.29
2025-12-03,241.07
2025-12-02,241.25
2025-12-01,239.99
2025-11-28,241.68
2025-11-26,240.92
2025-11-25,239.7
2025-11-24,237.86
2025-11-21,234.91
2025-11-20,233.33
2025-11-19,235.58
2025-11-18,234.37
2025-11-17,236.52
2025-11-14,238.59
2025-11-13,238.1
2025-11-12,242.53
2025-11-11,241.83
2025-11-10,241.69
2025-11-07,237.42
2025-11-06,237.86
2025-11-05,241.0
2025-11-04,240.19
2025-11-03,242.32
2025-10-31,241.73
2025-10-30,240.75
2025-10-29,240.31
2025-10-28,240.13
2025-10-27,240.31
2025-10-22,235.78
2025-10-21,236.89
2025-10-20,236.23
2025-10-17,233.48
2025-10-16,233.02
2025-10-15,234.84
2025-10-14,233.96
2025-10-13,234.71
2025-10-10,231.77
2025-10-09,237.39
2025-10-08,237.08
2025-10-07,235.2
2025-10-06,235.65
2025-10-03,234.85
2025-10-02,234.81
2025-10-01,233.83
2025-09-30,232.82
2025-09-29,232.06
2025-09-26,232.54
2025-09-25,231.28
2025-09-24,231.33
2025-09-23,231.54
2025-09-22,232.8
2025-09-18,230.96
2025-09-17,228.61
2025-09-16,228.33
2025-09-15,231.05
2025-09-12,230.44
2025-09-11,230.38
2025-09-10,228.93
2025-09-09,228.56
2025-09-08,227.46
2025-09-05,226.45
2025-09-04,228.57
2025-09-03,226.22
2025-09-02,224.74
2025-08-29,225.62
2025-08-28,227.45
2025-08-27,228.16
2025-08-26,226.76
2025-08-25,225.73
2025-08-22,226.3
2025-08-21,225.17
2025-08-20,224.87
2025-08-19,224.85
2025-08-18,225.76
2025-08-15,225.07
2025-08-14,225.84
2025-08-13,224.91
2025-08-12,224.71
2025-08-11,224.06
2025-08-08,223.47
2025-08-07,222.18
2025-08-06,222.02
2025-08-05,221.64
2025-08-04,222.76
2025-08-01,219.84
2025-07-31,224.43
2025-07-30,225.21
2025-07-29,224.5
2025-07-28,222.74
2025-07-25,221.18
2025-07-24,220.77
2025-07-23,221.09
2025-07-22,218.98
2025-07-21,219.31
2025-07-18,219.44
2025-07-17,220.67
2025-07-16,219.17
2025-07-15,218.03
2025-07-14,218.34
2025-07-11,217.67
2025-07-10,218.71
2025-07-09,218.13
2025-07-08,217.3
2025-07-07,216.97
2025-07-03,218.01
2025-07-02,216.16
2025-07-01,215.53
2025-06-30,216.65
