Date,Price
2025-12-30,28.0664005279541
2025-12-29,28.07110023498535
2025-12-23,28.063100814819336
2025-12-22,27.93090057373047
2025-12-18,27.66119956970215
2025-12-17,27.37540054321289
2025-12-16,27.63409996032715
2025-12-15,27.736099243164062
2025-12-12,27.769800186157227
2025-12-11,27.973100662231445
2025-12-10,28.12339973449707
2025-12-09,27.993099212646484
2025-12-08,28.03380012512207
2025-12-05,28.093700408935547
2025-12-04,27.99329948425293
2025-12-03,27.944700241088867
2025-12-01,27.864999771118164
2025-11-28,28.03339958190918
2025-11-26,27.909299850463867
2025-11-25,27.734100341796875
2025-11-24,27.561199188232422
2025-11-21,27.261999130249023
2025-11-20,27.018400192260742
2025-11-19,27.27549934387207
2025-11-18,27.13629913330078
2025-11-17,27.410200119018555
2025-11-14,27.602399826049805
2025-11-13,27.647600173950195
2025-11-12,28.125499725341797
2025-11-10,28.021499633789062
2025-11-07,27.566699981689453
2025-11-06,27.666500091552734
2025-11-05,28.034500122070312
2025-11-04,27.93630027770996
2025-11-03,28.143699645996094
2025-10-31,28.094100952148438
2025-10-30,27.981399536132812
2025-10-29,28.01889991760254
2025-10-28,28.034299850463867
2025-10-24,27.736299514770508
2025-10-22,27.460800170898438
2025-10-21,27.602500915527344
2025-10-20,27.51259994506836
2025-10-17,27.16860008239746
2025-10-16,27.10890007019043
2025-10-15,27.298500061035156
2025-10-14,27.173500061035156
2025-10-10,26.968399047851562
2025-10-09,27.590200424194336
2025-10-08,27.59600067138672
2025-10-07,27.363000869750977
2025-10-06,27.376100540161133
2025-10-03,27.226900100708008
2025-10-02,27.224300384521484
2025-10-01,27.112899780273438
2025-09-30,26.989900588989258
2025-09-29,26.920799255371094
2025-09-26,26.911300659179688
2025-09-25,26.799699783325195
2025-09-24,26.807300567626953
2025-09-23,26.779800415039062
2025-09-22,26.96619987487793
2025-09-18,26.767499923706055
2025-09-17,26.479799270629883
2025-09-16,26.525800704956055
2025-09-15,26.76129913330078
2025-09-12,26.696300506591797
2025-09-11,26.704200744628906
2025-09-10,26.50909996032715
2025-09-09,26.444000244140625
2025-09-08,26.35610008239746
2025-09-05,26.28689956665039
2025-09-04,26.498600006103516
2025-09-03,26.231300354003906
2025-09-02,26.117900848388672
2025-08-29,26.24250030517578
2025-08-28,26.466899871826172
2025-08-27,26.518999099731445
2025-08-26,26.35420036315918
2025-08-25,26.25550079345703
2025-08-22,26.309600830078125
2025-08-21,26.14389991760254
2025-08-20,26.15220069885254
2025-08-19,26.177400588989258
2025-08-18,26.29210090637207
2025-08-15,26.20789909362793
2025-08-14,26.2908992767334
2025-08-13,26.197999954223633
2025-08-12,26.19420051574707
2025-08-11,26.054899215698242
2025-08-08,25.997699737548828
2025-08-07,25.886699676513672
2025-08-06,25.838699340820312
2025-08-05,25.778900146484375
2025-08-01,25.546100616455078
2025-07-31,26.144500732421875
2025-07-30,26.197500228881836
2025-07-29,26.15130043029785
2025-07-28,26.00830078125
2025-07-25,25.84869956970215
2025-07-24,25.744699478149414
2025-07-23,25.75349998474121
2025-07-22,25.523500442504883
2025-07-21,25.551599502563477
2025-07-18,25.614599227905273
2025-07-17,25.71780014038086
2025-07-16,25.515300750732422
2025-07-15,25.459400177001953
2025-07-14,25.43720054626465
2025-07-11,25.39579963684082
2025-07-10,25.53969955444336
2025-07-09,25.412599563598633
2025-07-08,25.29800033569336
2025-07-07,25.23040008544922
2025-07-03,25.3882999420166
2025-07-02,25.184999465942383
2025-07-01,25.064199447631836
2025-06-30,25.158700942993164
2025-06-27,25.107099533081055
2025-06-26,24.96980094909668
2025-06-25,24.947099685668945
2025-06-24,24.97909927368164
2025-06-23,24.83449935913086
2025-06-20,24.708499908447266
2025-06-18,24.844100952148438
2025-06-17,24.809200286865234
2025-06-16,24.875900268554688
2025-06-13,24.761499404907227
2025-06-12,24.97170066833496
2025-06-11,25.075599670410156
2025-06-10,25.267200469970703
2025-06-09,25.18939971923828
2025-06-06,25.20199966430664
2025-06-05,24.88129997253418
2025-06-04,25.008100509643555
2025-06-03,25.030500411987305
2025-05-30,24.92289924621582
2025-05-29,24.945100784301758
2025-05-28,24.941600799560547
2025-05-27,25.00469970703125
2025-05-23,24.56220054626465
2025-05-22,24.819900512695312
2025-05-21,24.731399536132812
2025-05-20,25.15719985961914
2025-05-19,25.241300582885742
2025-05-16,25.388900756835938
2025-05-15,25.177400588989258
2025-05-14,25.05270004272461
2025-05-13,25.107200622558594
2025-05-12,25.01919937133789
2025-05-09,24.08169937133789
2025-05-08,24.025400161743164
2025-05-07,23.76490020751953
2025-05-06,23.766599655151367
2025-05-02,23.958200454711914
2025-04-30,23.509700775146484
2025-04-29,23.41819953918457
2025-04-28,23.306800842285156
2025-04-25,23.26810073852539
2025-04-24,23.10849952697754
2025-04-23,22.767000198364258
2025-04-22,22.187999725341797
2025-04-17,22.33139991760254
2025-04-16,22.23870086669922
2025-04-15,22.714000701904297
2025-04-14,22.561100006103516
2025-04-11,22.3656005859375
2025-04-10,22.35700035095215
2025-04-09,22.940200805664062
2025-04-08,21.750699996948242
2025-04-07,21.843599319458008
2025-04-04,22.102399826049805
2025-04-03,23.176300048828125
2025-04-02,24.67169952392578
2025-04-01,24.63629913330078
2025-03-31,24.516300201416016
2025-03-28,24.510099411010742
2025-03-27,24.976200103759766
2025-03-26,25.099300384521484
2025-03-25,25.323200225830078
2025-03-24,25.241300582885742
2025-03-21,24.908899307250977
2025-03-20,24.834400177001953
2025-03-19,24.815799713134766
2025-03-18,24.505300521850586
2025-03-14,24.596399307250977
2025-03-13,24.162399291992188
2025-03-12,24.33930015563965
2025-03-11,24.175199508666992
2025-03-10,24.59469985961914
2025-03-07,25.1382999420166
2025-03-06,25.18910026550293
2025-03-05,25.61949920654297
2025-03-04,25.84440040588379
2025-03-03,26.260799407958984
2025-02-28,26.74489974975586
2025-02-27,26.440799713134766
2025-02-26,26.595300674438477
2025-02-25,26.566699981689453
2025-02-24,26.74530029296875
2025-02-21,26.89579963684082
2025-02-20,27.201900482177734
2025-02-19,27.422199249267578
2025-02-18,27.319400787353516
2025-02-14,27.156200408935547
2025-02-13,27.310400009155273
2025-02-12,27.12689971923828
2025-02-11,27.258399963378906
2025-02-10,27.297199249267578
2025-02-07,27.45400047302246
2025-02-06,27.61720085144043
2025-02-05,27.36549949645996
2025-02-04,27.29360008239746
2025-01-31,27.331300735473633
2025-01-30,27.37820053100586
2025-01-29,27.242599487304688
2025-01-28,27.285900115966797
2025-01-27,26.910900115966797
2025-01-24,27.181400299072266
2025-01-23,27.468399047851562
2025-01-22,27.310100555419922
2025-01-21,27.19580078125
2025-01-17,27.183000564575195
2025-01-16,26.95800018310547
2025-01-15,26.940200805664062
2025-01-14,26.504199981689453
2025-01-13,26.711299896240234
2025-01-10,26.603500366210938
2025-01-08,26.84309959411621
2025-01-07,26.694900512695312
2025-01-06,26.862600326538086
2025-01-03,26.933700561523438
2025-01-02,26.69070053100586
2024-12-30,26.565200805664062
2024-12-27,26.71929931640625
2024-12-23,26.70330047607422
2024-12-20,26.541200637817383
2024-12-19,26.375699996948242
2024-12-18,26.33769989013672
2024-12-17,26.924800872802734
2024-12-16,27.007099151611328
2024-12-13,26.97559928894043
2024-12-12,27.07270050048828
2024-12-11,27.126800537109375
2024-12-10,26.91790008544922
2024-12-09,26.8439998626709
2024-12-06,27.032800674438477
2024-12-05,26.925899505615234
2024-12-04,27.058700561523438
2024-12-02,26.97949981689453
2024-11-29,26.67300033569336
