Date,Price
2026-01-02,61.22
2025-12-31,60.62
2025-12-30,60.88
2025-12-29,60.48
2025-12-24,60.62
2025-12-23,60.7
2025-12-22,60.66
2025-12-19,60.26
2025-12-18,59.92
2025-12-17,59.58
2025-12-16,59.52
2025-12-15,59.64
2025-12-12,58.56
2025-12-11,58.72
2025-12-10,58.46
2025-12-09,59.02
2025-12-08,58.16
2025-12-05,57.88
2025-12-04,57.64
2025-12-03,57.16
2025-12-02,57.84
2025-12-01,58.04
2025-11-28,58.16
2025-11-27,58.4
2025-11-26,57.86
2025-11-25,57.32
2025-11-24,56.66
2025-11-21,57.4
2025-11-20,57.58
2025-11-19,56.96
2025-11-18,56.94
2025-11-17,58.06
2025-11-14,58.5
2025-11-13,59.06
2025-11-12,58.74
2025-11-11,58.08
2025-11-10,58.18
2025-11-07,57.22
2025-11-06,57.72
2025-11-05,57.98
2025-11-04,58.0
2025-11-03,58.32
2025-10-31,57.9
2025-10-30,58.46
2025-10-29,57.6
2025-10-28,58.0
2025-10-27,57.56
2025-10-24,57.38
2025-10-23,57.26
2025-10-22,56.8
2025-10-21,56.5
2025-10-20,56.56
2025-10-17,56.58
2025-10-16,57.48
2025-10-15,57.66
2025-10-14,58.4
2025-10-13,58.18
2025-10-10,58.0
2025-10-09,57.88
2025-10-08,57.72
2025-10-07,57.56
2025-10-06,56.74
2025-10-03,57.18
2025-10-02,57.42
2025-10-01,58.0
2025-09-30,57.78
2025-09-29,57.28
2025-09-26,57.16
2025-09-25,56.76
2025-09-24,56.96
2025-09-23,57.2
2025-09-22,57.4
2025-09-19,57.66
2025-09-18,57.54
2025-09-17,57.32
2025-09-16,56.9
2025-09-15,58.68
2025-09-12,58.56
2025-09-11,57.94
2025-09-10,57.7
2025-09-09,58.2
2025-09-08,57.74
2025-09-05,57.74
2025-09-04,58.38
2025-09-03,58.7
2025-09-02,57.74
2025-09-01,59.2
2025-08-29,59.28
2025-08-28,59.66
2025-08-27,59.82
2025-08-26,61.46
2025-08-25,62.32
2025-08-22,63.26
2025-08-21,62.48
2025-08-20,62.2
2025-08-19,61.08
2025-08-18,60.88
2025-08-15,61.3
2025-08-14,60.94
2025-08-13,60.62
2025-08-12,60.48
2025-08-11,60.46
2025-08-08,60.08
2025-08-07,59.66
2025-08-06,58.9
2025-08-05,58.52
2025-08-04,58.48
2025-08-01,57.32
2025-07-31,58.36
2025-07-30,58.3
2025-07-29,58.28
2025-07-28,57.58
2025-07-25,57.7
2025-07-24,58.22
2025-07-23,57.96
2025-07-22,57.6
2025-07-21,57.78
2025-07-18,57.76
2025-07-17,57.26
2025-07-16,57.2
2025-07-15,57.2
2025-07-14,57.98
2025-07-11,57.68
2025-07-10,56.94
2025-07-09,56.74
2025-07-08,56.04
2025-07-07,56.58
2025-07-04,55.8
2025-07-03,56.02
2025-07-02,55.68
2025-07-01,56.24
2025-06-30,56.38
2025-06-27,56.06
2025-06-26,55.26
2025-06-25,55.18
2025-06-24,55.34
2025-06-23,55.08
2025-06-20,55.32
2025-06-19,54.78
2025-06-18,54.64
2025-06-17,54.5
2025-06-16,54.5
2025-06-13,54.36
2025-06-12,54.74
2025-06-11,55.28
2025-06-10,55.56
2025-06-09,56.0
2025-06-06,55.88
2025-06-05,56.3
2025-06-04,55.88
2025-06-03,56.36
2025-06-02,56.78
2025-05-30,56.48
2025-05-29,56.2
2025-05-28,56.2
2025-05-27,56.24
2025-05-26,56.2
2025-05-23,55.72
2025-05-22,58.24
2025-05-21,58.16
2025-05-20,57.92
2025-05-19,57.72
2025-05-16,57.74
2025-05-15,57.32
2025-05-14,57.28
2025-05-13,56.84
2025-05-12,56.7
2025-05-09,56.84
2025-05-08,56.52
2025-05-07,56.76
2025-05-06,56.6
2025-05-05,56.62
2025-05-02,55.68
2025-04-30,55.4
2025-04-29,54.8
2025-04-28,54.32
2025-04-25,54.1
2025-04-24,53.78
2025-04-23,53.54
2025-04-22,53.46
2025-04-17,52.82
2025-04-16,52.94
2025-04-15,52.9
2025-04-14,51.88
2025-04-11,50.58
2025-04-10,50.38
2025-04-09,48.41
2025-04-08,49.69
2025-04-07,47.48
2025-04-04,50.78
2025-04-03,52.42
2025-04-02,53.3
2025-04-01,53.44
2025-03-31,52.98
2025-03-28,53.24
2025-03-27,53.56
2025-03-26,54.22
2025-03-25,53.68
2025-03-24,52.98
2025-03-21,53.22
2025-03-20,53.38
2025-03-19,52.96
2025-03-18,53.08
2025-03-17,52.54
2025-03-14,51.8
2025-03-13,52.08
2025-03-12,51.22
2025-03-11,49.94
2025-03-10,49.96
2025-03-07,50.48
2025-03-06,50.58
2025-03-05,50.44
2025-03-04,50.26
2025-03-03,51.08
2025-02-28,50.82
2025-02-27,50.84
2025-02-26,51.1
2025-02-25,49.94
2025-02-24,48.7
2025-02-21,48.4
2025-02-20,48.66
2025-02-19,49.34
2025-02-18,48.75
2025-02-17,48.28
2025-02-14,47.99
2025-02-13,48.27
2025-02-12,48.07
2025-02-11,47.56
2025-02-10,47.95
2025-02-07,47.91
2025-02-06,47.82
2025-02-05,47.12
2025-02-04,47.21
2025-02-03,47.22
2025-01-31,47.65
2025-01-30,47.7
2025-01-29,48.04
2025-01-28,47.47
2025-01-27,47.18
2025-01-24,46.73
2025-01-23,46.72
2025-01-22,46.88
2025-01-21,47.15
2025-01-20,47.09
2025-01-17,47.21
2025-01-16,47.42
2025-01-15,46.87
2025-01-14,46.14
2025-01-13,45.42
2025-01-10,45.78
2025-01-09,46.1
2025-01-08,45.44
2025-01-07,45.94
