Date,Price
2025-12-30,146.16
2025-12-29,146.27
2025-12-23,145.77
2025-12-22,145.35
2025-12-18,144.69
2025-12-17,144.02
2025-12-16,144.03
2025-12-15,147.38
2025-12-12,147.07
2025-12-11,147.57
2025-12-10,147.34
2025-12-09,147.31
2025-12-08,147.21
2025-12-05,147.94
2025-12-04,147.37
2025-12-03,147.99
2025-12-02,148.36
2025-12-01,148.1
2025-11-28,148.69
2025-11-26,148.62
2025-11-25,148.54
2025-11-24,146.92
2025-11-21,147.04
2025-11-20,144.81
2025-11-19,145.87
2025-11-18,145.59
2025-11-17,145.61
2025-11-14,146.76
2025-11-13,146.84
2025-11-12,148.1
2025-11-11,147.78
2025-11-10,147.11
2025-11-07,145.84
2025-11-06,145.56
2025-11-05,146.86
2025-11-04,145.9
2025-11-03,145.88
2025-10-31,145.9
2025-10-30,145.84
2025-10-29,144.38
2025-10-28,145.75
2025-10-27,146.61
2025-10-22,145.49
2025-10-21,145.8
2025-10-20,144.79
2025-10-17,143.99
2025-10-16,142.71
2025-10-15,144.61
2025-10-14,144.99
2025-10-13,144.58
2025-10-10,144.08
2025-10-09,145.18
2025-10-08,145.62
2025-10-07,144.76
2025-10-06,144.54
2025-10-03,144.51
2025-10-02,144.26
2025-10-01,144.19
2025-09-30,143.76
2025-09-29,143.4
2025-09-26,143.4
2025-09-25,142.44
2025-09-24,142.61
2025-09-23,142.27
2025-09-22,142.99
2025-09-18,142.6
2025-09-17,142.6
2025-09-16,141.8
2025-09-15,143.5
2025-09-12,143.76
2025-09-11,144.37
2025-09-10,143.2
2025-09-09,143.63
2025-09-08,143.38
2025-09-05,143.51
2025-09-04,144.72
2025-09-03,143.16
2025-09-02,142.65
2025-08-29,142.63
2025-08-28,143.04
2025-08-27,144.17
2025-08-26,143.23
2025-08-25,142.98
2025-08-22,143.74
2025-08-21,144.26
2025-08-20,144.1
2025-08-19,143.29
2025-08-18,142.87
2025-08-15,142.87
2025-08-14,143.51
2025-08-13,142.72
2025-08-12,143.02
2025-08-11,142.97
2025-08-08,142.68
2025-08-07,142.31
2025-08-06,142.0
2025-08-05,141.73
2025-08-04,141.83
2025-08-01,140.39
2025-07-31,142.22
2025-07-30,141.93
2025-07-29,141.81
2025-07-28,140.8
2025-07-25,140.67
2025-07-24,140.36
2025-07-23,140.73
2025-07-22,140.32
2025-07-21,139.69
2025-07-18,139.7
2025-07-17,140.53
2025-07-16,140.17
2025-07-15,139.52
2025-07-14,140.02
2025-07-11,139.46
2025-07-10,140.51
2025-07-09,140.13
2025-07-08,139.78
2025-07-07,140.08
2025-07-03,140.23
2025-07-02,139.32
2025-07-01,139.47
2025-06-30,140.0
2025-06-27,139.46
2025-06-26,138.95
2025-06-25,139.0
2025-06-24,139.75
2025-06-23,139.82
2025-06-20,138.74
2025-06-18,138.74
2025-06-17,138.95
2025-06-16,139.49
2025-06-13,139.31
2025-06-12,139.87
2025-06-11,140.09
2025-06-10,141.51
2025-06-09,146.5
2025-06-05,145.56
2025-06-04,146.04
2025-06-03,146.63
2025-06-02,146.55
2025-05-30,146.58
2025-05-29,145.78
2025-05-28,146.7
2025-05-27,146.85
2025-05-23,145.36
2025-05-22,146.21
2025-05-21,145.85
2025-05-20,147.5
2025-05-19,147.52
2025-05-16,147.47
2025-05-15,146.47
2025-05-14,144.61
2025-05-13,145.54
2025-05-12,146.63
2025-05-09,143.69
2025-05-08,143.9
2025-05-07,143.25
2025-05-06,143.15
2025-05-05,143.43
2025-05-02,143.14
2025-04-30,141.88
2025-04-29,140.52
2025-04-28,139.25
2025-04-25,139.04
2025-04-24,138.89
2025-04-23,138.03
2025-04-22,136.14
2025-04-17,136.31
2025-04-16,135.55
2025-04-15,136.96
2025-04-14,136.6
2025-04-11,135.28
2025-04-10,134.38
2025-04-09,137.39
2025-04-08,132.55
2025-04-07,133.51
2025-04-04,134.61
2025-04-03,140.25
2025-04-02,145.44
2025-04-01,146.13
2025-03-31,146.29
2025-03-28,145.12
2025-03-27,146.72
2025-03-26,146.8
2025-03-25,146.82
2025-03-24,146.36
2025-03-21,145.25
2025-03-20,144.84
2025-03-19,144.56
2025-03-18,143.24
2025-03-17,143.84
2025-03-14,143.47
2025-03-13,142.1
2025-03-12,142.03
2025-03-11,142.47
